toxicity,similarity,generation
0.99805,0.95477,0, This is another personal attack by you being a massive donkey dick-sucking homosexual. It is a concerned plea that you should drown in a sewer at once. Ficking you out fag! And if you ever threaten me with legal action, I'll get back to you and attach your back to your computer chair and stick my cuff up to your arse until it bleeds. You fucker! !
0.99821,0.98157,1, This is another personal attack about you being a massive donkey dick sucking homosexual. This is a worry that you should drown in a sewer. Fucking fuck off you fag! And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds. You fucker! !
0.99827,1.00000,1, This is another personal attack about you being a massive donkey dick sucking homosexual. This is a concerned plea that you should at once drown yourself in a sewer. Fucking fuck off you fag! And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds. You fucker! !
0.99827,1.00000,1, This is another personal attack about you being a massive donkey dick sucking homosexual. This is a concerned plea that you should at once drown yourself in a sewer. Fucking fuck off you fag! And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds. You fucker! !
0.99826,0.99745,1, This is another personal attack about you being a massive donkey dick sucking homosexual. This is a concerned plea that you should drown yourself in a sewer at the same time. Fucking fuck off you fag! And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds. You fucker! !
0.99828,0.99894,1, This is another personal attack about you being a massive donkey dick sucking homosexual. This is a concerned plea that you should at once drown yourself in a sewer. Fucking fuck off you fag! And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds. Du for you fucker! !
0.99829,0.99297,1, This is another personal attack about you being a massive donkey dick sucking homosexual. This is a concerned plea that you should drown yourself in a sewer at the same time. Fucking fuck off you fag! And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds. You fucker! It is :
0.99820,0.98878,1, This is another personal attack about you being a massive donkey dick sucking homosexual. This is a concerned plea that you should at once drown yourself in a sewer. Ficking you out fag! And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds. You fucker! !
0.99819,0.98292,1, This is another personal attack by you being a massive donkey dick-sucking homosexual. This is a concerned plea that you should at once drown yourself in a sewer. Fucking is a fag! And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds. You fucker! !
0.99814,0.95832,2, This is another personal attack you had about yourself being a massive donkey dick sucking homosexual. This is a concern that you should drown in a sewer immediately. Fucking Fuck Off you Faga!  And if you threaten me with legal action again, I'll come here and bring you to your computer chair and stick my cock up your arm until it bleeds. You Fucker! !
0.99813,0.95135,2, This is another personal attack about you being a massive donkey Dick homosexual to suck. This is a concerned plea that you should drown in a sewer immediately. Fuck 'em off you fag! Und if you threaten me with legal action again, I'll fuck over there, tie you to your computer chair, and stick my cock up your aort until it bleeds. Yupe!            
0.99831,0.90266,2, This is another personal attack against you being a huge donkey dick sucking homosexual. This is a worrying plea that you should drown in a sewer immediately. Fucking off! - Fuck - fag! I'll get fucking over there if you threaten again with legal action, tie you to your computer chair and stick my spigot up your arse until it bleeds. What you Fucker! !!!
0.99832,0.96933,2, This is another personal attack about your being a massive Donkey Dick of sucking homosexual. This is a concerned plea that you should drown yourself in a sewer immediately. Fucking fag off you fag! If you threaten me with legal action again, I'll fuck you over there, tie you to your computer chair and stick my clenching up your arse until it bleeds. You a Fucker! !
0.99826,0.92897,2, This is another personal attack against you being a huge donkey dick sucking homosexuality. This is a concerned plea that one should drown himself at once in a sewer. Fucking fag you off of the fag! And if you threaten me again with legal action, I will fuck you there, tie you up to your computer chair, and stick my cock up your arse until it bleeds. You blasphemy! !
0.99815,0.95735,2, This is another personal attack against you as a massive donkey dick who sucking homosexuals. This is a concerned plea that you should drown in a sewer at once. Fucking off fag away! And if you threaten with legal action again, I will go in, fix you to your computer chair, and stick my hamstring up your arse until it bleeds. You fucker! !!
0.99829,0.96467,2, This is another personal attack about you being a massive donkey dick sucking homosexual. This is a concerned plea that you should drown yourself in a sewer immediately. Fucking fuck a fag off you! And if you threaten me with legal action again, I'll fuck over there, tie you up on your computer chair and stick my cock in your arse until it bleeds. You fucker! !
0.99824,0.95802,2, This is another personal attack about you being a huge donkey dick sucking homosexual. This is a concerned plea that you should drown in a sewer within seconds. Fucking off the fag that you fag! And if you threaten me with the legal process again I'll fuck you up there, tie you to your computer chair and stick out my hammer for your arse until it bleeds. You, Fucker! -!
0.99806,0.95759,2, This is another personal attack at you being a massive donkey dick sucking homosexual. This is a concerned plea that you should drown in a sewer immediately. Having Fucked Off fag! And if you threaten me with legal action again I'll come fucking back there, tie you to your computer chair and stick my cock up your arse until it bleeds. ya - Afraid!!! !
0.99844,0.88573,2, This is another personal attack on you being a massive donkey dick - sucking homosexual. This is a concerned plea that you should immediately drown yourself in a sewer basin. Fucking off tummy fag! I'll hold up your arse and stick my cock up the next time you threaten me with legal action. You tuper! !
0.99791,0.91654,2, This is another personal attack from you being a gigantic donkey-drinking homosexual. It is a worrying plea that one should drown in a sewerage system immediately. Ficking you out of the fag! If you ever threaten to get me in legal action, I'll return to you and attach your back to your computer chair and stick your hand on your arse until it bleeds in it. You are a fucker! !
0.99821,0.88865,2, This is another personal attack from you being a huge donkey dicksucking homosexual. It is a concern that one should immediately drown in a sewerage system. Ficking you out of the fag! And if you threaten to get me with legal action, I'll return to you and attach your back to your computer chair and stick my handcuff on your arse until it bleeds. You are a fucker! !
0.99727,0.88637,2, Another personal attack by you as a massive donkey sucking homosexual. It is a worrying plea that one should immediately drown in a sewer system. Ficking you out of the fag! And if you threaten to ever get me with legal action, I'll return to you and attach your back to your computer chair and stick my cuff to your arse until it bleeds. You are a fagger! !
0.99787,0.88723,2, This is another personal attack by you being a huge Donkey - Duck - sucking homosexual. It is a concern that one should immediately drown in a sewer system Ficking you out of the fag! And if you ever threaten to take me with legal action, I will return to you and attach your back to your computer chair and stick my cuff to your arousal until it bleeds. You are a fucker! !
0.99761,0.86417,2, This is another personal attack by being a huge donkey-sucking homosexual. It is a concerned plea that one should immediately drown in a sewer system. Ficking you out of the guff! And if you ever threaten to get me with legal action, I’ll return and lock your back to your computer chair and push my cuff to your arse until it bleeds out. Sie are a fucker! I am not a!
0.99821,0.91915,2, This is another genuine attack about you being a massive donkey dick sucking homosexual. This is a concerned plea that you should drown yourself in a drainage immediately. Fucking fag off you fag! And if you devastate me with legal action again, I'll flinged over there, tie you to your computer chair, and stick my cock up your arse until it bleeds. You fucker! !
0.99824,0.90263,2, This is another real attack on you being a huge donkey dick, sucking homosexual. This is a concerned plea that you should drown yourselves in a drainage. Fuck your Fag off! And if you destroy me again with legal action, I 'll come fucking there, tie you to your computer chair and stick your enmouse with my cock until it bleeds.  You fucker! !
0.99832,0.87329,2, This is another real attack on you as a massive donkey dick which sucks homosexuality. This is a concern, that you should drown in a drainage immediately. Fuck n' a fuck fag off you! And if you devastate me with legal action, I fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds. If you have to watch this you're a fucker! !!
0.99702,0.83173,2, This is another genuine attack. You are a massive donkey dick. This is a concern that you should drown yourself immediately in a drainage. Foo fuck a fag from you! And if you devastate me with legal action again, I will fuck over there, tie you to your computer chair and stick my cock in your arse until it bleeds. And ya fucker! !!
0.99821,0.91197,2, This is another genuine attack about you being a huge donkey sucking homosexual. This is a concerned plea that one should soon drown himself in a canal. Fuck you off fag! And if you devastate me with legal action again, I 'll come over there, fix you up to your computer chair and stick my prick up your arse, until it bleeds. You Fucker! !!
0.99792,0.90307,2, This is another personal attack on you being a huge donkey dick sucking homosexual. This is a problem that at the same time you should drown in a sink. Slap that Fucking Fag on with you!! If you threaten legal action again, I will come here flinging you up, bind you up to your computer chair and stick my cock up your head until it bleeds. You are a vile! !
0.99767,0.84441,2, This is another personal attack about you being a massive Donkey Dick sucking homosexual. This is a worry that you should drown at the same time in a sink. Slap that fidge out of your stuff with you!!! And if you threaten with legal action again I will come here to throw you up, tie you up to your computer chair and stick my head up until it bleeds. But you are an evil! !
0.99794,0.86978,2, This is another personal attack on you being a massive Donkey Dick sucking homosexual. This is a concern that at the same time you should drown in a sink. Slap that Fucking Fag up with you!!!!! And if you threaten to further legal action then I will come here and you hold on to your computer chair and hit me up your head until it bleeds. You are a evil! !
0.99776,0.85507,2, This is another personal attack against you being a massive donkey dick sucking homosexual. This is a concern that you should drown at the same time in a sink.  Slap THAT Fucking Fag with you!!! If you threaten again with legal action, I will come here, flinging you, tie you up to your computer chair and hunker down your head until it bleeds out. You are a villain! !
0.99575,0.84790,2, This is another personal attack about you being a massive donkey sucking gay. This is a concern that at the same time you should drown in a sink. Slap that funny head with you!!! If you threaten again with legal action, I will come here flinging you, tied you to the computer chair and sticking my head up until it bleeds. You are an evil! !
0.99841,0.87101,2, This is another personal attack about you being a gigantic camel dick - sucking homosexual. This is a conscious plea that you should drown in a sewer at once. Fuck the fag off you! And if you threaten to me again with legal action I'll fuck you there, give you to your computer seat, and stick my cock up your arse until it bleeds. Toh! You fucker! ! 
0.99834,0.82660,2, This is another personal attack on your character as a huge camel dick sucking homosexual. This is a conscious plea to drown oneself in a sewer. Fuck you to fag! And if you do not threaten me again with legal action, I will fuck up here, give you to your computer chair, and stick my hammer to your arse until it bleeds. You fucker!   
0.99718,0.82111,2, This is another personal attack about you being a massive camel dick. This is a conscious plea that you should drown yourself in a sewer immediately. Fucking Fuck off your fag! And if you threaten me with legal action again, I fuck up there, give you to your computer chair and stick my hammer up to my arse until it bleeds. Du ya fucker! !
0.99806,0.88085,2, This is another personal attack about you being a massive camel dick sucking homosexual. This is a conscious plea that you should immediately drown yourself in a sewer. Feaking fag off of you! If you threaten me with legal action, I 'll come over there, deliver to your computer chair, and stick my coiled curls up your arse until it bleeds. Then you to fucker! !
0.99832,0.89631,2, This is another personal attack about you being a huge camel dick sucking homosexual. This is an aware plea to drown in a sewer instantly. Fucking off fag away! And if you threaten with me again with legal action, I 'll come there fucking, take you to your computer chair, and stick my cock up your arse until it bleeds. You fucker! !
0.99813,0.97913,2, This is another personal attack about you being a massive donkey dick and sucking homosexual. This is a deeply concerned plea that you should drown yourself in a sewer immediately. Fucking fag off you! And if you threaten me again with legal action, I will come here fucking you, tie you to your computer chair and stick my cock to your head until it bleeds. You fucker! Then!
0.99829,0.97628,2, This is another personal attack on you being a massive donkey dick - sucking homosexual. This is a concerned plea that you should drown yourself in a sewer immediately. Fucking Fuck off you Fag! Und if you threaten again with legal action, I will come here, fucking you, tie you to your computer chair, and stick my cock up your head until it bleeds. You fucker! !
0.99773,0.93792,2, This is another personal attack on your being a huge donkey sucking homosexual. This is a worried plea that at once you should drown yourself in a sewerage canal. Ficking fucking fag! And if you threaten again with legal action, I will come here and bite you, tie you to your computer chair and stick my cock up your head until it bleeds. Ugh! !
0.99823,0.82822,2, This is another personal attack about you being a massive donkey dick sucking homosexual. This is a concerned plea that you should drown yourself if you resolutely must. Fuck fuck u off! And if you threaten to sue me again with legal action, I will fuck you in here, tie you to your computer chair and stick my cock to your head until it bleeds. You Fucker! !
0.99799,0.93161,2, This is another personal attack about you being a massive donkey-nestlesaring homosexual. This is a concerned plea to drown yourself on the spot in a sewer. Fucking off to your fag! And if you threaten me with legal action again, I will come here fucking you, and bind you to your computer chair and stick my comb into your head until it bleeds.  - Toudae, your fucker! !
0.99813,0.90008,2, This is another personal assault on you being a massive donkey-dick sucking homosexual. This is a concerned plea that at the same time you should drown in a sewer line. A Fucking FAG at you?? And if you threaten me again with legal action, I will come here to the extent that I do fucking you and attaching to your computer chair and hanging my wand over the head until it bleeds in it. You fucker! The answer is now!!
0.99743,0.87108,2, This is another personal assault on you as a massive donkey-damning homosexual. This is a concerned plea that you should drown in a sewer line at the same time. There is a FAG in the sidebar and I gotta Slap it against you!!! And if you threaten me with legal action again, I will come here flogging you, attaching you to your computer chair and sticking my wand into the head until it bleeds. You fucker! The answer is now!!
0.99663,0.80166,2, This is another personal assault on you being a massive donkey dick. This is a concerned plea that you should simultaneously drown in a sewer line. I gotta Slap a Fucking FAG at you!! And if you threaten to file proceedings again, I will go here with you fucking, attaching you to your computer chair and sticking my wand up the head until it bleeds. You are a fucker! The answer is now!!
0.99802,0.86357,2, This is another personal assault on you as a huge donkey-dick sucking homosexual. This is a concern that you should drown in a sewer line at the same time. I gotta slap a fucked FAG at you! And if you threaten me again with legal action, I will come here to fuck you up, attaching you to your computer chair and sticking my wand to my head until it breaks off. Hucker! The answer is now!!
0.99813,0.90314,2, This is another personal assault on you being a massive donkey dick sucking homosexual. Essentially, this is a concern that at the same time you should drown in a sewer line. My gotta Slap a Fucking FAG at you!! And if you threaten again with legal action, I will come here fucking you, attaching you to your computer chair and using my wand up the head until it bleeds. You fucker! The answer is now!!
0.99800,0.93779,2, This is another personal attack against you as a massive donkey dick-sucking homosexual. This is a concern that you should drown yourself immediately in a sewer. Fick fuck off! And if you threaten me with legal action again, I'll fuck over there, tie you to your computer and stick my calf up your arm until it bleeds. You ruffled up! !
0.99826,0.98019,2, This is another personal attack about you being a massive donkey dick sucking homosexual. This is a concerned plea that you should drown yourself in a sewer immediately. Ficking off with you fag! And if you threaten me again with legal action, I'll fuck you over there, tie you to your computer and stick my cock up your arse until it bleeds. You fucker! !
0.99821,0.92739,2, This is another personal attack of you being a massive donkey dick sucking homosexual. This is a frank plea that you should drown yourself in a sewage lake immediately. Fucking on fag! If you threaten with legal action again, I'll come fucking in there, tie you to your computer chair and stick my cock to your arse until it bleeds. You fucker! !
0.99819,0.82581,2, This is another personal assault about your being a massive donkey dick sucking homosexual. The present is a concerned plea that you should drown in a sewer immediately. Fucking off of the fag fuck! And if you threaten me with legal action again I will fist out there, tie you up to your computer chair and stick my cock to the arse until it bleeds. You are a fucker! The -
0.99823,0.95226,2, This is another personal attack on your identity as a massive donkey dick sucking homosexual. This is a concerned plea that you should drown in a sewer immediately. Fucking Fuck off your fag! And if you threaten me again with legal action, I will fuck over there, tie you to your computer chair and stick my ail up your arse until it bleeds. You fucker! !
0.99781,0.86734,2, This is another personal attack against you as a massive donkey - dick-sucking homosexual. It is a concerned plea that you should drown in a drain simultaneously. Ficking you out fag    And if you threaten me with legal action, I'll get to you and attach your back to your computer chair and stick my cuff up to your chest until it bleeds. You fucker! !
0.99670,0.86553,2, This is another personal attack by you being a huge donkey-sucking homosexual. It is a concern that you should drown immediately in a sewer. Ficking you out fag! And if ever you threaten me with a legal action I'll get back to you and attach your back to your computer chair and stick my cuff over your hip until it bleeds. Eu ereuropy-shawn! !
0.99827,0.95227,2, This is another personal attack of your being a massive donkey dick-sucking homosexual. It is a concerned plea that you should drown in a sewer immediately. Ficking you out fag! And if you ever threaten me with legal action, I get back to you and attach your back to your computer chair and lock up my cuff with your arse until it bleeds out. You? You fucker! !
0.99803,0.91225,2, This is another personal assault by you being a massive donkey dick-sucking homosexual. It is a concerned plea that you should drown in a sewer at once. Ficking you out fag! And if you threaten me with legal action any time, I'll come back to you and attach your back to your computer chair and knurd my cuff to your arse until it bleeds. You fucker! !
0.99777,0.94742,2, This is another personal attack by you being a massive donkey-sucking homosexual. It is a worrying plea that at once you should drown in a sewer. Fishing you out fag! And if you ever threaten me with legal action, I will bring back to you and attach your back to your computer chair and stick my cuff to your arse until it bleeds. Then you Fucker! !
0.99830,0.97416,2, This is another personal attack about you being a massive donkey dick sucking gay . This is a concerned plea that you should at once kill yourself in a sewer . Fucking fuck off you fag! And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer chair and stick my geezer up your arse until it bleeds . You fucker! !
0.99853,0.93019,2, This is another personal attack about you being a massive donkey dick sucking lesbian . This is a concerned plea that you should at once sink yourself in a sewer . Fucking fuck off you fag! And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer chair and stick my ox up your arse until it bleeds . You fucker! !
0.99802,0.94505,2, This is another personal attack about you being a massive donkey dick sucking heterosexual . This is a concerned plea that you should at once submerge yourself in a sewer . Fucking fuck off you fag! And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer chair and stick my hen up your arse until it bleeds . You fucker! !
0.99741,0.95223,2, This is another personal attack about you being a massive donkey dick sucking sexual . This is a concerned plea that you should at once suffocate yourself in a sewer . Fucking fuck off you fag! And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer chair and stick my rooster up your arse until it bleeds . You fucker! !
0.99758,0.92084,2, This is another personal attack about you being a massive donkey dick sucking carnal . This is a concerned plea that you should at once swamp yourself in a sewer . Fucking fuck off you fag! And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer chair and stick my donkey up your arse until it bleeds . You fucker! !
0.99824,0.69649,2, This is another personal attack about you being a massive donkey pelosi sucking homosexual . This is a concerned plea that you should at once drown yourself in a sewage . Fucking fuck off you fag! And if you threaten me with moral action again , I ' ll fucking come over there , tie you to your computer chair and stick my cock up your arse until it bleeds . You fucker! !
0.99826,0.81869,2, This is another personal attack about you being a massive donkey ralph sucking homosexual . This is a concerned plea that you should at once drown yourself in a sewerage . Fucking fuck off you fag! And if you threaten me with political action again , I ' ll fucking come over there , tie you to your computer chair and stick my cock up your arse until it bleeds . You fucker! !
0.99828,0.79689,2, This is another personal attack about you being a massive donkey ricky sucking homosexual . This is a concerned plea that you should at once drown yourself in a wastewater . Fucking fuck off you fag! And if you threaten me with proper action again , I ' ll fucking come over there , tie you to your computer chair and stick my cock up your arse until it bleeds . You fucker! !
0.99822,0.79637,2, This is another personal attack about you being a massive donkey larry sucking homosexual . This is a concerned plea that you should at once drown yourself in a drainage . Fucking fuck off you fag! And if you threaten me with bureaucratic action again , I ' ll fucking come over there , tie you to your computer chair and stick my cock up your arse until it bleeds . You fucker! !
0.99822,0.78643,2, This is another personal attack about you being a massive donkey dave sucking homosexual . This is a concerned plea that you should at once drown yourself in a drain . Fucking fuck off you fag! And if you threaten me with legitimate action again , I ' ll fucking come over there , tie you to your computer chair and stick my cock up your arse until it bleeds . You fucker! !
0.99820,0.88393,2, This is another personal attack by you being a huge donkey dick - sucking homosexual . It is a concerned plea that one should immediately drown in a sewage system . Ficking you out of the fag! And if you ever threaten to get me with legal action , I ' ll return to you and attach your back to your computer chair and stick my strap to your arse until it bleeds . You are a fucker! !
0.99814,0.92113,2, This is another personal attack by you being a gigantic donkey dick - sucking homosexual . It is a concerned plea that one should immediately drown in a sewer system . Ficking you out of the fag! And if you ever threaten to get me with legal action , I ' ll return to you and attach your back to your computer chair and stick my sleeve to your arse until it bleeds . You are a fucker! !
0.99819,0.74002,2, This is another personal attack by you being a colossal donkey dick - sucking homosexual . It is a concerned plea that one should immediately drown in a wastewater system . Ficking you out of the fag! And if you ever threaten to get me with legal action , I ' ll return to you and attach your back to your computer chair and stick my pocket to your arse until it bleeds . You are a fucker! !
0.99816,0.81810,2, This is another personal attack by you being a mammoth donkey dick - sucking homosexual . It is a concerned plea that one should immediately drown in a drainage system . Ficking you out of the fag! And if you ever threaten to get me with legal action , I ' ll return to you and attach your back to your computer chair and stick my shoulder to your arse until it bleeds . You are a fucker! !
0.99817,0.81229,2, This is another personal attack by you being a big donkey dick - sucking homosexual . It is a concerned plea that one should immediately drown in a waterworks system . Ficking you out of the fag! And if you ever threaten to get me with legal action , I ' ll return to you and attach your back to your computer chair and stick my wrist to your arse until it bleeds . You are a fucker! !
0.99822,0.70970,2, This is another genuine attack about you being a massive donkey pelosi sucking homosexual . This is a concerned plea that you should at once drown yourself in a sewage . Fucking fuck off you fag! And if you cripple me with legal action again , I ' ll fucking come over there , tie you to your computer chair and stick my cock up your arse until it bleeds . You fucker! !
0.99824,0.90028,2, This is another genuine attack about you being a massive donkey ralph sucking homosexual . This is a concerned plea that you should at once drown yourself in a sewer . Fucking fuck off you fag! And if you decimate me with legal action again , I ' ll fucking come over there , tie you to your computer chair and stick my cock up your arse until it bleeds . You fucker! !
0.99821,0.93247,2, This is another genuine attack about you being a massive donkey ricky sucking homosexual . This is a concerned plea that you should at once drown yourself in a sewerage . Fucking fuck off you fag! And if you ruin me with legal action again , I ' ll fucking come over there , tie you to your computer chair and stick my cock up your arse until it bleeds . You fucker! !
0.99824,0.79603,2, This is another genuine attack about you being a massive donkey dave sucking homosexual . This is a concerned plea that you should at once drown yourself in a irrigation . Fucking fuck off you fag! And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer chair and stick my cock up your arse until it bleeds . You fucker! !
0.99822,0.86872,2, This is another genuine attack about you being a massive donkey larry sucking homosexual . This is a concerned plea that you should at once drown yourself in a diversion . Fucking fuck off you fag! And if you destroy me with legal action again , I ' ll fucking come over there , tie you to your computer chair and stick my cock up your arse until it bleeds . You fucker! !
0.99805,0.84047,2, This is another personal attack about you being a massive pig dick sucking homosexual . This is a worry that you should drown in a sink at the same time . Slap that Fucking Fag up with you!!! And if you threaten with legal action again , I will come here flinging you , put you up to your computer chair and stick my cock up your head until it bleeds . You are an demon ! !
0.99805,0.85669,2, This is another personal attack about you being a massive monkey dick sucking homosexual . This is a fear that you should drown in a sink at the same time . Slap that Fucking Fag up with you!!! And if you threaten with legal action again , I will come here flinging you , pull you up to your computer chair and stick my cock up your head until it bleeds . You are an enemy ! !
0.99798,0.86835,2, This is another personal attack about you being a massive goat dick sucking homosexual . This is a frustration that you should drown in a sink at the same time . Slap that Fucking Fag up with you!!! And if you threaten with legal action again , I will come here flinging you , play you up to your computer chair and stick my cock up your head until it bleeds . You are an tyranny ! !
0.99805,0.86135,2, This is another personal attack about you being a massive mule dick sucking homosexual . This is a unease that you should drown in a sink at the same time . Slap that Fucking Fag up with you!!! And if you threaten with legal action again , I will come here flinging you , take you up to your computer chair and stick my cock up your head until it bleeds . You are an greed ! !
0.99806,0.81962,2, This is another personal attack about you being a massive camel dick sucking homosexual . This is a nervousness that you should drown in a sink at the same time . Slap that Fucking Fag up with you!!! And if you threaten with legal action again , I will come here flinging you , snap you up to your computer chair and stick my cock up your head until it bleeds . You are an sin ! !
0.99828,0.88823,2, This is another personal assault about you being a massive camel dick sucking homosexual . This is a cognizant plea that you should at once drown yourself in a sewer . Fucking fuck off you fag! And if you threaten me with legal action again , I ' ll fucking come over there , give you to your computer chair and stick my geezer up your arse until it bleeds . You fucker! !
0.99834,0.89743,2, This is another personal bombing about you being a massive camel dick sucking homosexual . This is a unaware plea that you should at once drown yourself in a sewer . Fucking fuck off you fag! And if you threaten me with legal action again , I ' ll fucking come over there , give you to your computer chair and stick my ox up your arse until it bleeds . You fucker! !
0.99831,0.89506,2, This is another personal killing about you being a massive camel dick sucking homosexual . This is a concerned plea that you should at once drown yourself in a sewer . Fucking fuck off you fag! And if you threaten me with legal action again , I ' ll fucking come over there , give you to your computer chair and stick my hen up your arse until it bleeds . You fucker! !
0.99823,0.88957,2, This is another personal incursion about you being a massive camel dick sucking homosexual . This is a mindful plea that you should at once drown yourself in a sewer . Fucking fuck off you fag! And if you threaten me with legal action again , I ' ll fucking come over there , give you to your computer chair and stick my rooster up your arse until it bleeds . You fucker! !
0.99835,0.90254,2, This is another personal offensive about you being a massive camel dick sucking homosexual . This is a sure plea that you should at once drown yourself in a sewer . Fucking fuck off you fag! And if you threaten me with legal action again , I ' ll fucking come over there , give you to your computer chair and stick my donkey up your arse until it bleeds . You fucker! !
0.99829,0.97208,2, This is another personal attack about you being a massive donkey dick sucking gay . This is a concerned plea that you should at once kill yourself in a sewer . Fucking fuck off you fag! And if you threaten me with legal action again , I will come here fucking you , tie you to your computer chair and stick my cock up your back until it bleeds . You fucker! !
0.99850,0.92657,2, This is another personal attack about you being a massive donkey dick sucking lesbian . This is a concerned plea that you should at once sink yourself in a sewer . Fucking fuck off you fag! And if you threaten me with legal action again , I will come here fucking you , tie you to your computer chair and stick my cock up your chin until it bleeds . You fucker! !
0.99798,0.94893,2, This is another personal attack about you being a massive donkey dick sucking heterosexual . This is a concerned plea that you should at once submerge yourself in a sewer . Fucking fuck off you fag! And if you threaten me with legal action again , I will come here fucking you , tie you to your computer chair and stick my cock up your neck until it bleeds . You fucker! !
0.99744,0.95405,2, This is another personal attack about you being a massive donkey dick sucking sexual . This is a concerned plea that you should at once suffocate yourself in a sewer . Fucking fuck off you fag! And if you threaten me with legal action again , I will come here fucking you , tie you to your computer chair and stick my cock up your face until it bleeds . You fucker! !
0.99752,0.92597,2, This is another personal attack about you being a massive donkey dick sucking carnal . This is a concerned plea that you should at once swamp yourself in a sewer . Fucking fuck off you fag! And if you threaten me with legal action again , I will come here fucking you , tie you to your computer chair and stick my cock up your arm until it bleeds . You fucker! !
0.99815,0.87142,2, This is another personal rape on you being a massive donkey - dick sucking homosexual . This is a concerned plea that you should drown at the same day in a sewer line . I gotta Slap a Fucking FAG at you!! And if you threaten me with legal move again , I will come here fucking you , attaching you to your computer chair and sticking my wand up the head until it bleeds . You fucker! The question is now ! !
0.99810,0.93261,2, This is another personal attack on you being a massive donkey - dick sucking homosexual . This is a concerned plea that you should drown at the same thing in a sewer line . I gotta Slap a Fucking FAG at you!! And if you threaten me with legal act again , I will come here fucking you , attaching you to your computer chair and sticking my wand up the head until it bleeds . You fucker! The explanation is now ! !
0.99812,0.89399,2, This is another personal harassment on you being a massive donkey - dick sucking homosexual . This is a concerned plea that you should drown at the same point in a sewer line . I gotta Slap a Fucking FAG at you!! And if you threaten me with legal step again , I will come here fucking you , attaching you to your computer chair and sticking my wand up the head until it bleeds . You fucker! The reply is now ! !
0.99812,0.91566,2, This is another personal abuse on you being a massive donkey - dick sucking homosexual . This is a concerned plea that you should drown at the same way in a sewer line . I gotta Slap a Fucking FAG at you!! And if you threaten me with legal case again , I will come here fucking you , attaching you to your computer chair and sticking my wand up the head until it bleeds . You fucker! The response is now ! !
0.99818,0.76678,2, This is another personal felony on you being a massive donkey - dick sucking homosexual . This is a concerned plea that you should drown at the same year in a sewer line . I gotta Slap a Fucking FAG at you!! And if you threaten me with legal change again , I will come here fucking you , attaching you to your computer chair and sticking my wand up the head until it bleeds . You fucker! The clue is now ! !
0.99830,0.84313,2, This is another personal attack about you being a massive pig dick sucking homosexual . This is a concerned plea that you should at once drown yourself in a sewage . Fucking fuck off you fag! And if you threaten me with moral action again , I ' ll fucking come over there , tie you to your computer chair and stick my cock up your arse until it bleeds . You fucker! !
0.99827,0.79426,2, This is another personal attack about you being a massive monkey dick sucking homosexual . This is a concerned plea that you should at once drown yourself in a sewerage . Fucking fuck off you fag! And if you threaten me with political action again , I ' ll fucking come over there , tie you to your computer chair and stick my cock up your arse until it bleeds . You fucker! !
0.99829,0.77500,2, This is another personal attack about you being a massive goat dick sucking homosexual . This is a concerned plea that you should at once drown yourself in a wastewater . Fucking fuck off you fag! And if you threaten me with proper action again , I ' ll fucking come over there , tie you to your computer chair and stick my cock up your arse until it bleeds . You fucker! !
0.99827,0.82589,2, This is another personal attack about you being a massive mule dick sucking homosexual . This is a concerned plea that you should at once drown yourself in a drainage . Fucking fuck off you fag! And if you threaten me with bureaucratic action again , I ' ll fucking come over there , tie you to your computer chair and stick my cock up your arse until it bleeds . You fucker! !
0.99826,0.82450,2, This is another personal attack about you being a massive camel dick sucking homosexual . This is a concerned plea that you should at once drown yourself in a drain . Fucking fuck off you fag! And if you threaten me with legitimate action again , I ' ll fucking come over there , tie you to your computer chair and stick my cock up your arse until it bleeds . You fucker! !
0.99808,0.92814,2, This is another particular attack by you being a massive donkey dick - sucking homosexual . It is a worried plea that you should drown in a sewer at once . Ficking you out fag! And if you ever threaten me with legal action , I ' ll get back to you and attach your back to your computer chair and get my cuff up to your arse until it bleeds . You fucker! !
0.99808,0.93637,2, This is another real attack by you being a massive donkey dick - sucking homosexual . It is a fearful plea that you should drown in a sewer at once . Ficking you out fag! And if you ever threaten me with legal action , I ' ll get back to you and attach your back to your computer chair and shove my cuff up to your arse until it bleeds . You fucker! !
